Time (s),Distance (mm),Angle (deg),Left Speed (mm/s),Right Speed (mm/s)
3.722367525100708,648.5558471679688,-28.511220932006836,256.3689880371094,302.18682861328125
3.988319158554077,683.9207763671875,-28.40715789794922,274.13507080078125,319.78570556640625
4.18919825553894,693.6714477539062,-28.47122573852539,278.95892333984375,324.7124938964844
4.352742433547974,615.510009765625,-28.64301872253418,239.7401580810547,285.7698059082031
4.542675018310547,635.8397216796875,-29.21973991394043,249.4416046142578,296.3980712890625
4.730188608169556,635.8397216796875,-29.21973991394043,249.4416046142578,296.3980712890625
4.921487331390381,550.4518432617188,-31.56037139892578,204.86697387695312,255.58486938476562
5.090629816055298,509.3760681152344,-33.14692306518555,183.05429077148438,236.32179260253906
5.263060808181763,509.3760681152344,-33.14692306518555,183.05429077148438,236.32179260253906
5.451268672943115,446.6669616699219,-35.22565841674805,150.02944946289062,206.63751220703125
5.622676610946655,408.3913879394531,-37.27595520019531,129.24423217773438,189.14715576171875
5.798171281814575,378.81805419921875,-36.43389129638672,115.1341781616211,173.68386840820312
5.9867777824401855,378.81805419921875,-36.43389129638672,115.1341781616211,173.68386840820312
6.188392162322998,326.66375732421875,-34.27667236328125,90.79035949707031,145.87338256835938
6.403382301330566,282.2826843261719,-31.925519943237305,70.48899841308594,121.79368591308594
6.567512512207031,270.1355285644531,-26.736665725708008,68.5846939086914,111.55084228515625
6.747742176055908,252.91421508789062,-22.32050895690918,63.52245330810547,99.39176940917969
6.925858497619629,252.91421508789062,-22.32050895690918,63.52245330810547,99.39176940917969
7.129490375518799,219.4224853515625,-16.52532958984375,51.43304443359375,77.98944091796875
7.293496608734131,213.3483428955078,-5.57816219329834,57.19208526611328,66.15625762939453
7.487497568130493,194.49542236328125,0.9150323867797852,52.98294448852539,51.512474060058594
7.675873517990112,194.49542236328125,0.9150323867797852,52.98294448852539,51.512474060058594
7.858577013015747,177.6107635498047,7.847954750061035,50.11125946044922,37.49950408935547
8.044938802719116,147.5657501220703,12.729854583740234,39.01138687133789,18.554359436035156
8.220468997955322,147.5657501220703,12.729854583740234,39.01138687133789,18.554359436035156
8.936601638793945,137.60980224609375,14.746562004089355,35.65385055541992,11.955950736999512
9.11952805519104,123.97132110595703,16.189239501953125,29.993810653686523,3.977511405944824
9.290838956832886,111.51280975341797,16.095674514770508,23.689374923706055,-2.1765642166137695
9.461307525634766,110.38684844970703,14.080263137817383,21.50699806213379,-1.1201508045196533
9.63767671585083,110.38684844970703,14.080263137817383,21.50699806213379,-1.1201508045196533
9.803614139556885,110.45430755615234,11.505080223083496,19.471553802490234,0.982753574848175
9.976953268051147,109.71318817138672,5.88447904586792,14.584807395935059,5.128379821777344
10.166154623031616,109.71318817138672,5.88447904586792,14.584807395935059,5.128379821777344
10.38692831993103,107.6921157836914,1.4722881317138672,10.029050827026367,7.6630659103393555
10.553481340408325,107.46952056884766,-1.1076021194458008,7.844795227050781,9.624725341796875
10.72813367843628,106.41915130615234,-4.526281356811523,4.572681427001953,11.846468925476074
10.921423196792603,106.41915130615234,-4.526281356811523,4.572681427001953,11.846468925476074
11.081713199615479,106.2424545288086,-6.14879035949707,3.180638313293457,13.061817169189453
11.25518274307251,107.22771453857422,-6.98241662979126,3.003444194793701,14.22426986694336
11.459840059280396,107.22771453857422,-6.98241662979126,3.003444194793701,14.22426986694336
11.638596296310425,106.3360824584961,-6.914052486419678,2.6125590801239014,13.723523139953613
11.817244052886963,106.5898666381836,-7.017431259155273,2.656385660171509,13.933481216430664
11.976677656173706,105.98018646240234,-6.944153308868408,2.4104249477386475,13.569762229919434
12.149678230285645,105.98018646240234,-6.944153308868408,2.4104249477386475,13.569762229919434
12.352542877197266,105.98018646240234,-6.944153308868408,2.4104249477386475,13.569762229919434
12.533461093902588,105.01932525634766,-6.0327043533325195,2.662349224090576,12.356976509094238
12.736380815505981,104.71367645263672,-5.45277214050293,2.975503444671631,11.738173484802246
12.942005395889282,103.80301666259766,-4.025034427642822,3.6673691272735596,10.13564682006836
13.116655588150024,102.44078063964844,-1.403254508972168,5.092867374420166,7.34791374206543
13.305376768112183,101.42687225341797,0.6042308807373047,6.198939323425293,5.227933406829834
13.507338047027588,100.04629516601562,2.685976982116699,7.1813459396362305,2.8649492263793945
