Time (s),Distance (mm),Angle (deg),Left Speed (mm/s),Right Speed (mm/s)
4.272404909133911,703.9318237304688,-28.261474609375,284.2576599121094,329.6741638183594
4.536311626434326,688.5477905273438,-28.27392578125,276.5556335449219,321.9921569824219
4.7902305126190186,688.5477905273438,-28.27392578125,276.5556335449219,321.9921569824219
4.9705846309661865,679.8761596679688,-28.257427215576172,272.2330627441406,317.64306640625
5.143457889556885,665.287353515625,-29.36623191833496,264.0477294921875,311.2395935058594
5.40319037437439,568.6346435546875,-31.298297882080078,214.16896057128906,264.4656982421875
5.581224679946899,499.2356872558594,-35.432273864746094,176.14779663085938,233.087890625
5.88037633895874,499.2356872558594,-35.432273864746094,176.14779663085938,233.087890625
6.061374664306641,444.33642578125,-37.74884033203125,146.8367919921875,207.4996337890625
6.233088731765747,373.8904113769531,-39.746253967285156,110.00885009765625,173.88156127929688
6.415125370025635,373.8904113769531,-39.746253967285156,110.00885009765625,173.88156127929688
6.583700656890869,349.300048828125,-39.38810729980469,98.00145721435547,161.29859924316406
6.842421293258667,288.80731201171875,-35.68391036987305,70.7314224243164,128.0758819580078
7.083296060562134,275.1410217285156,-34.1629638671875,65.12036895751953,120.0206527709961
7.313552141189575,264.0846252441406,-28.73138999938965,63.95647430419922,110.12815856933594
7.521976470947266,250.08969116210938,-21.82181739807129,62.51088333129883,97.57880401611328
7.724647045135498,229.93850708007812,-12.859733581542969,59.63637924194336,80.30213165283203
7.901786804199219,217.44126892089844,-6.364474296569824,58.60674285888672,68.83452606201172
8.076813220977783,203.53582763671875,-0.6699600219726562,56.22959899902344,57.306236267089844
8.307591915130615,203.53582763671875,-0.6699600219726562,56.22959899902344,57.306236267089844
8.492127656936646,180.13275146484375,7.4519362449646,51.05405044555664,39.07870101928711
8.692148208618164,171.15419006347656,12.529718399047852,50.64480209350586,30.50939178466797
8.898175954818726,142.61131286621094,18.137706756591797,40.87940979003906,11.731900215148926
9.071520805358887,133.3679962158203,19.64707374572754,37.47053909301758,5.897458553314209
9.284569025039673,123.36101531982422,20.741106033325195,33.346107482910156,0.014905679039657116
9.484330892562866,123.36101531982422,20.741106033325195,33.346107482910156,0.014905679039657116
9.690577030181885,110.03461456298828,21.2304744720459,27.076120376586914,-7.041505813598633
9.861088752746582,109.89456939697266,17.619693756103516,24.104812622070312,-4.210243225097656
10.036412715911865,110.71674346923828,13.959623336791992,21.575010299682617,-0.8582683801651001
10.220136404037476,110.45093536376953,9.107193946838379,17.54315185546875,2.9077837467193604
10.380707263946533,110.45093536376953,9.107193946838379,17.54315185546875,2.9077837467193604
10.562159061431885,110.59980010986328,5.3499040603637695,14.598578453063965,6.001220226287842
10.825759172439575,110.59980010986328,5.3499040603637695,14.598578453063965,6.001220226287842
10.996442079544067,108.91097259521484,-0.21595001220703125,9.28196907043457,9.62900447845459
11.175605297088623,108.87113189697266,-1.816117286682129,7.976304531097412,10.894826889038086
11.352795124053955,109.00548553466797,-3.762989044189453,6.479158878326416,12.526326179504395
11.559362411499023,109.00548553466797,-3.762989044189453,6.479158878326416,12.526326179504395
11.741137504577637,108.04927825927734,-5.248357772827148,4.807552337646484,13.24172592163086
11.91851282119751,107.88106536865234,-5.218729019165039,4.74725341796875,13.13381290435791
12.178661584854126,107.88106536865234,-5.218729019165039,4.74725341796875,13.13381290435791
12.360503911972046,107.94490814208984,-5.240903377532959,4.761356830596924,13.183550834655762
12.531151056289673,107.29120635986328,-5.229260444641113,4.443861961364746,12.847345352172852
12.707194328308105,107.18436431884766,-5.276119709014893,4.352788925170898,12.831575393676758
12.881197690963745,107.18436431884766,-5.276119709014893,4.352788925170898,12.831575393676758
13.054740905761719,107.02843475341797,-5.083120822906494,4.4298996925354,12.59853458404541
13.307537078857422,105.85301971435547,-5.0759453773498535,3.847957134246826,12.0050630569458
13.497835397720337,104.04354095458984,-5.08621072769165,2.934969663619995,11.10857105255127
13.685678720474243,104.00635528564453,-5.179203987121582,2.8416566848754883,11.164698600769043
13.875118255615234,104.00635528564453,-5.179203987121582,2.8416566848754883,11.164698600769043
